Sl No,Stock,Market Cap,ROE Ann  %,Industry ROE,Industry ROCE,Industry ROA,Industry PBV TTM,Industry PEG TTM,Industry PE TTM,Industry Score,Industry Market Cap ,Sector Market Cap ,Sector Score,Sector PE TTM,Sector PEG TTM,Sector PBV TTM,Sector ROE,Sector ROCE,Sector ROA,ROCE Ann  %,ROCE Ann  3Y Avg %,ROCE Ann  5Y Avg %,ROCE Ann  1Y Ago %,LT Debt To Equity Ann ,LT Debt To Equity Ann  1Y Ago,Total Debt to Total Equity Ann ,Interest Ann ,Interest Ann  1Y Ago,Interest Ann  2Y Ago,Interest Ann  3Y Ago,Interest Ann  4Y Ago,Interest Ann  5Y Ago,Interest TTM,Interest Coverage Ratio Ann ,Interest Coverage Ratio Ann  1Y Ago,Interest Coverage Post Tax Ann  %,FC Est  1Q fwd Interest Expense Qtr,NSE Code,BSE Code,ISIN,Gross NPA ratio Qtr %,Gross NPA ratio 4Q Ago %,Gross NPA ratio 8Q Ago %,Gross NPA Ratio Qtr 1Q ago %,Gross NPA ratio % Qtr QoQ change,Rev  Gross From Operations Ann ,Rev  Net From Operations Ann ,Capital Adequacy Ratios Ann  %,Profit From Continuing Operations Ann ,Working Capital Turnover Ann ,Operating Rev  growth TTM %,ROE Ann  %,ROE Ann  1Y Ago %,ROE Ann  2Y Ago %,ROE Ann  3Y Ago %,ROE Ann  4Yr Ago %,ROE Ann  5Y Ago %,ROCE Ann  %,ROCE Ann  1Y Ago %,RoA Ann  %,RoA Ann  1Y Ago %,RoA Ann  2Y Ago %,RoA Ann  3Y Ago %,RoA Ann  4Yr Ago %,RoA Ann  5Y Ago %,EPS TTM Growth %,Interest Coverage Ratio Ann ,OPM Ann  %,NPM Ann  %,Net Profit Per Share Ann ,Interest Coverage Post Tax Ann  %,Cash Flow Return on Assets Ann ,Cash Flow Return on Assets Ann  1Y ago,Current Ratio Ann ,Book Value Inc Reval Reserve Ann ,Promoter holding latest %,Promoter holding change QoQ %,Promoter holding change 1Y %,Promoter holding change 2Y %,Promoter holding pledge percentage % Qtr,Promoter pledge change QoQ %,Basic EPS TTM 1Y Ago,Basic EPS TTM,Basic EPS Qtr,Basic EPS 1Q Ago,Basic EPS 2Q Ago,Basic EPS 3Q Ago,Basic EPS 4Q Ago,Basic EPS Ann  5Y Ago,Basic EPS Ann  4Y Ago,Basic EPS Ann  3Y Ago,Basic EPS Ann  2Y Ago,Basic EPS Ann  1Y Ago,Basic EPS Ann ,EPS Ann ,Cash EPS Ann ,Cash EPS Ann  1Y Ago,Cash EPS 1Y Growth %,Cash EPS 3Y Growth %,Cash EPS 5Y Growth %,EPS TTM Growth %,EPS Qtr YoY Growth %,Basic EPS QoQ Growth %,Cash EPS Ann  3Y ago,Cash EPS Ann  5Y ago,FC Est  1Q fwd EPS Qtr,FC Est  1Q fwd Cash EPS Qtr,Price To Sales Ann ,Market Cap Per Sales Ann ,EV Per Net Sales Ann ,Graham Ratio,Price to Cashflow from Operations,Price to Sales TTM,Operating Profit 6Qtr Ago,Operating Profit 7Qtr Ago,Operating Profit Qtr,Operating Profit 1Q Ago,Operating Profit 2Q Ago,Operating Profit 3Q Ago,Operating Profit 4Q Ago,Operating Profit Ann  3Y Ago,Operating Profit Ann  4Y ago,Operating Profit Ann  5Y Ago,Operating Profit Ann ,Operating Profit Ann  1Y Ago,Operating Profit Ann  2Y ago,Operating Profit Margin Qtr %,OPM 1Q ago %,OPM Qtr 4Qtr ago %,Net Profit Qtr,Net Profit 1Q Ago,Net Profit 2Q Ago,Net Profit 3Q Ago,Net Profit 4Q Ago,Net Profit 5Q Ago,Net Profit 6Q Ago,Net Profit 7Q Ago,Net Profit 8Q Ago,Reported PAT Qtr,Net Profit Ann ,Net Profit Ann  1Y Ago,Net Profit Ann  2Y ago,Net Profit Ann  3Y Ago,Net Profit Ann  4Y Ago,Net Profit Ann  5Y Ago,Operating Profit Growth Qtr YoY %,Operating Profit TTM 1Y Ago,Operating Profit TTM,Profit Before Tax Qtr,PBT 1Q Ago,PBT 4Q Ago,PBT Ann ,PBT Ann  1Y Ago,Total Profit Loss Ann ,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,NPM 4Q ago %,NPM 1Q ago %,NPM Qtr %,NPM Ann  1Y ago %,NPM TTM %,Net Profit TTM 5Q Ago,Net Profit TTM 4Q Ago,Net Profit TTM 3Q Ago,OPM Qtr 4Qtr ago %,OPM 1Q ago %,Operating Profit Margin Qtr %,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,OPM TTM %,PEG TTM,EBITDA Qtr,EBITDA 1Q Ago,EBITDA 2Q Ago,EBITDA 3Q Ago,EBITDA 4Q Ago,EBITDA Ann  1Y Ago,EBITDA Ann ,EBITDA TTM,EBITDA Ann  margin %,EBITDA Qtr YoY Growth %,EBITDA Qtr growth YoY %,EBITDA Ann  Margin %,EBIT Ann  Margin %,EV Per EBITDA Ann ,FC Est  1Q forward EBIT Qtr,FC Est  1Q fwd EBITDA Qtr,Altman Zscore,Tobin Q Ratio,Piotroski Score,Graham No ,Valuation Score,Prev Month TL Valuation Score,Durability Score,Prev Month TL Durability Score,Prev Week TL Durability Score,Prev Week TL Valuation Score,Momentum Score,Norm  Momentum Score,Prev Week TL Momentum Score,Prev Month TL Momentum Score,SWOT Strengths,SWOT Weakness,SWOT Threats,SWOT Opportunities,TL Checklist Positive Score,TL Checklist Negative Score
91,Cipla,106221.99,16.9,17.77,23.04,11.97,7.18,2.43,39.2,52.58,2210280.25,2288312.27,52.39,39.19,2.43,7.04,17.43,22.6,11.73,21.57,20.38,18.99,21.79,0,0,0,62.01,89.88,109.54,106.35,160.7,197.36,55.28,128.85,78.3,86.33,9.2,CIPLA,500087,INE059A01026,0,0,0,0,0,27145.4,27145.4,,5291.05,1.6,5.08,16.9,15.43,11.96,12.07,13.12,9.81,21.57,21.79,14.1,12.59,9.5,9.28,9.56,6.53,-8.88,128.85,,18.56,65.52,86.33,0.13,0.13,4.25,386.25,29.21,0,0.02,-4.26,0,0,61.77,56.28,8.37,16.73,16.07,15.13,19.61,19.16,29.79,31.17,34.69,51.01,65.29,65.24,79.22,64.49,22.85,76.98,134.69,-8.88,-57.32,-49.97,44.76,33.76,8.87,,4.23,4.23,4.2,1.83,21.22,3.75,1715.8,1315.86,1255.06,1894.75,1778.14,1537.59,1988.92,4552.78,4252.43,3205.99,7127.9,6291.05,5026.97,17.74,24.97,28.12,675.8,1351.17,1297.62,1221.84,1570.51,1302.53,1177.64,939.04,1055.9,674.56,5272.52,4121.55,2801.91,2516.75,2404.87,1546.52,-36.9,6906.17,6465.54,893.11,1853.53,1916.09,6820.81,5701.9,,-10.38,25.09,23.72,22.2,17.8,9.55,15.54,16.04,4475.11,4989.72,5272.52,28.12,24.97,17.74,-10.38,,23.72,22.81,-2.63,1185.49,2163.7,2036.7,1827.05,2210.53,7037.62,7989.77,7212.94,28.12,-46.37,-46.37,29,24.98,14.5,746.92,1029.09,12.38,3.41,4,718.4,36.67,41,55,75,75,42.17,36.24,40.72,37.11,49.6,13,13,4,3,15,8
92,GAIL,105734.18,14.64,14.7,14.46,9.03,4.16,0.71,13.84,47.39,260450.61,2244223.46,45.39,21.1,3.32,4.64,14.66,12.29,5.71,11.59,9.99,11.2,11.28,0.13,0.17,0.19,747.99,719.2,366.58,202.48,179.27,308.94,797.69,22.33,21.28,12.39,191.28,GAIL,532155,INE129A01019,0,0,0,0,0,141949.41,141561.48,,10959.63,-359.9,5.91,14.64,12.85,8.64,19.11,11.53,19.12,11.59,11.28,9.35,7.93,5.21,12.69,7.53,12.57,-5.42,22.33,,8.7,16.67,12.39,0.12,0.1,0.98,129.27,51.88,0,-0.02,-0.02,0,0,17.55,16.6,3,3.6,3.79,6.21,4.1,20.89,13.61,27.6,8.52,15.06,18.93,18.93,22.45,18.09,24.1,-23.1,8.29,-5.42,-26.83,-16.67,29.19,20.73,2.78,,0.85,0.85,0.94,0.72,6.72,0.73,3848.64,4208.34,3460.31,3668.74,3535.36,3169.24,3937.2,15151.58,7243.76,9034.29,15431.82,14296.32,7488,9.74,10.39,11.62,1972.4,2369.2,2491.76,4081.56,2693.55,3182.93,2468.71,3194.62,2444.05,1709.59,12449.8,9899.22,5616,12256.07,6136.35,9422.05,-12.11,16784.2,13833.65,2286.27,2607.23,3103.71,14592.27,10912.93,,-1.88,10.78,10.65,7.95,6.71,5.55,7.37,7.57,11290.31,11539.81,12426.75,11.62,10.39,9.74,-1.88,,10.65,9.6,-1.79,3696.85,3812.87,3927.72,5987.33,4213.87,15304.13,16699.46,17424.77,11.66,-12.27,-12.27,11.76,9.09,8.02,1993.65,2915.84,2.89,1.24,6,223.76,55,54.67,65,65,65,54.5,32.01,35.97,32.68,41.78,19,8,2,4,11,12
93,IDBI Bank,104749.9,14.93,14.62,6.84,1.5,2.27,2.13,15.5,56.7,5609537.17,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,6.49,6.19,6.18,6.36,0.39,0.4,0.39,14256.55,12226.36,9130.45,9124.93,11407.51,13841.12,15213.33,1.78,1.8,,,IDBI,500116,INE008A01015,2.57,3.57,4.69,2.65,-0.08,,,25.05,,0.13,-2.52,14.93,13.41,9.72,7.42,4.82,-45.3,6.49,6.36,1.84,1.58,1.11,0.83,0.5,-4.26,28.89,1.78,8.46,22.4,7.06,,0.06,0,,57.31,94.71,0,0,0,0,0,6.7,8.64,1.82,3,1.88,1.94,1.81,-12.36,1.44,2.36,3.45,5.38,7.1,7.1,7.56,5.86,28.87,176.95,163,28.89,0.55,-39.33,2.73,-12,,,2.89,,13.56,0.98,4.06,3.71,2102.32,2206.39,1950.13,3146.95,2377.74,3226.97,2829.74,7610.41,7220.13,5197.16,11183.18,9773.66,8803.89,27.54,44.27,36.19,1954.09,3229.58,2019.18,2087.49,1948.07,1860.8,1734.32,1664.92,1508.53,1959.37,7630.68,5788.11,3706.06,2533.67,1513.97,-12835.24,-31.08,10162.59,10701.79,2489.02,3796.59,2663.53,7588.99,5763.41,15316.49,-8.65,32.83,32.18,24.91,45.43,27.6,19.06,32.95,6768.57,7208.11,7630.68,36.19,44.27,27.54,-8.65,8.46,32.18,37.95,0.39,6351.51,7612.94,6407.89,6674.67,6246.55,10316.97,11721.3,27047.01,34.41,1.68,1.68,,,,,,1.25,2.05,7,99.43,55.17,56.17,75,75,75,55.17,47.35,53.21,56.66,64.85,19,5,1,5,13,12
94,HDFC AMC,104066.12,30.26,47.97,60.68,40.38,20.95,11.24,34.48,29.15,334673.31,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,38.92,34.34,0,34.09,0,0,0,9.41,9.09,9.69,,,,12.22,356.38,279.04,262.44,3.4,HDFCAMC,541729,INE127D01025,0,0,0,0,0,3498.44,3498.44,,2460.19,0.5,20.64,30.26,27.45,23.3,,,,38.92,34.09,28.11,25.71,21.77,,,,21.64,356.38,,60.59,115.07,262.44,0.24,0.21,29.69,380.26,52.38,-0.04,-0.1,-0.17,0,0,55.16,67.1,17.97,33.58,34.95,29.87,30.02,,,,66.71,91,115.16,114.75,117.81,93.45,26.06,,,21.64,-40.14,-46.49,,,,,24.53,24.53,24.51,4.65,50.16,26.2,594.36,538.68,876.4,800.77,773.01,730.19,763.88,0,,,2791.87,1957.42,1617.28,81.52,77.94,81.73,769.42,718.43,747.55,638.46,641.36,576.61,603.76,540.84,487.92,769.42,2460.19,1942.69,1423.37,,,,14.73,2600.36,3180.37,1013.93,875.96,839.85,3285.58,2475.02,,-0.21,68.76,61.88,68.62,69.93,71.57,61.41,72.35,2209.13,2362.57,2460.19,81.73,77.94,81.52,-0.21,,61.88,80.07,1.67,1035.69,896.96,1006.02,854.31,856.97,2536.44,3353.53,3792.98,82.6,20.85,20.85,95.85,94.18,25.57,,882.1,103.76,12.8,7,522.37,29,35.83,70,60,70,28.5,38.86,43.67,41.28,53.04,16,10,0,7,17,6
95,Bosch,104009.18,14.58,14.61,18.66,7.61,5.87,4.05,40.27,50.43,846516.37,3452377.03,48.5,34.37,2.94,7.15,18.59,20.67,9.43,19.57,18.64,16.51,19.48,0,0,0,17.1,50.8,12.1,28.9,14,10.2,21,182.67,55.46,118.64,4.4,BOSCHLTD,500530,INE323A01026,0,0,0,0,0,17682,17682,,2013,3.89,10.55,14.58,20.66,12.95,11.4,4.91,7.01,19.57,19.48,9.95,14.36,8.77,7.9,3.26,4.87,28.66,182.67,,10.66,682.37,118.64,0.12,0.07,1.78,4682.47,70.54,0,0,0,0,0,707,909.62,188.01,378.41,187.66,155.53,181.99,220,163,413,483.32,844.68,683.25,683.25,809.69,989.73,-18.19,54.97,131.21,28.66,3.31,-50.32,522.47,350.2,204.15,,4.62,4.62,4.59,3.58,43.82,5.49,557.2,578.4,617.1,639.3,646.9,582.6,560.5,1456.9,1160.6,1483.3,2309.7,2094.8,1806.7,12.87,13.35,12.76,554.5,1116.1,553.5,458.7,536.7,466.3,564,518.2,999.8,554.1,2015.2,2491.3,1425.5,1218.3,482,649.5,10.1,2215.8,2485.9,730.2,1393.8,725.7,2732.3,3180.7,,0.12,12.22,12,12.21,23.31,11.56,14.28,14.15,2548.3,2085.2,2025.7,12.76,13.35,12.87,0.12,,12,13.11,1.35,826.9,1483.3,883.7,724.5,817.9,2817.2,3123.6,3918.4,16.53,1.1,1.1,17.26,15.19,26.6,,675.7,11.65,7.53,6,9861.38,33,33,70,70,70,32.33,43.82,49.24,51.66,53,14,7,2,3,12,11
96,Billionbrains Garage Ventures,103413.92,37.91,28.69,35.55,12.51,14.5,1.39,26.93,43.34,497543.51,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,49.3,30.62,0,,0.04,,0.11,42.55,,2.07,,,,,59.52,,43.91,,GROWW,544603,INE0HOQ01053,0,,,0,0,3581.74,3581.74,,1825.75,1.12,,37.91,,13.98,,,,49.3,,18.1,,9.51,,,,,59.52,,44.92,9.99,43.91,-0.1,,1.73,26.32,27.81,,,,0.21,,0,,0.89,0.79,0.66,,,,,,0.86,,3.34,3.19,10.12,,,,,,,12.66,,,,,,,,,-107.48,,418.75,0,720.49,603.97,483.29,0,,,,,2372.39,,398.78,59.25,59.29,,546.93,471.34,378.37,,,420.16,338.01,,,547.6,1824.37,,457.66,,,,,0,1807.75,745.52,638.2,,2465.16,,,,58.41,,,46.27,44.98,,,,,,,59.29,59.25,,,,,,765.49,656.03,527.36,0,,,2532.31,1948.88,62.35,,,64.9,64.27,,,,,21.49,1,,0.67,0.83,,,,0.83,32.33,36.33,25.84,9.23,11,4,0,4,7,5
97,Siemens,103289.19,15.9,18.96,21.61,9.77,9.55,3.48,62.5,49.1,681801.3,2678725.38,50.78,49.83,3.47,12.05,20.49,24.18,10.59,16.45,19.42,17.12,22.42,0,0,0,15.1,60.5,22.8,36.3,24.6,29.5,15.1,170.68,66.6,112.84,4.5,SIEMENS,500550,INE003A01024,0,0,0,0,0,17364.2,17364.2,,2105.9,1.93,-21.92,15.9,17.68,14.98,13.28,10.53,8.09,16.45,22.42,10.52,10.69,8.8,7.67,6.07,4.84,-22.54,170.68,,11.73,59.15,112.84,0.02,0.07,2.54,371.56,75,0,0,0,0,0,76.28,59.08,13.63,11.89,16.36,17.26,23.35,21.59,30.62,43.33,55.09,76.33,59.14,59.14,67.03,85.61,-21.7,28.28,133.78,-22.54,-41.63,14.63,52.25,28.67,10.78,,6.42,6.42,6.03,4.13,275.66,5.95,878.2,596.1,617.1,521.4,467.5,400.9,938.1,1757.3,1518.5,1003.6,2007,3104,2487.2,11.93,12,14.52,484.9,422.9,582,614.3,830.7,577.7,802.5,505.41,571.3,485.4,2104.2,2716.6,1960.9,1542.9,1090.3,768.6,-34.22,3103.9,2006.9,663.4,569.5,1115.3,2281.9,3639.2,,-2.59,11.19,13.4,12.86,9.73,9.38,11.73,12.12,2456.92,2716.32,2825.2,14.52,12,11.93,-2.59,,13.4,11.56,-2.18,739.5,645.5,793.6,815.7,1221.4,4029.3,2577.3,2994.3,14.37,-39.45,-39.45,14.84,13.22,40.64,437.9,482.17,11.2,7.81,5,702.82,24.67,24.5,55,55,55,24.67,35.23,39.59,33.64,36.41,11,11,2,2,10,13
98,Dr. Reddy's Labs,103126.93,16.85,17.77,23.04,11.97,7.18,2.43,39.2,52.58,2210280.25,2288312.27,52.39,39.19,2.43,7.04,17.43,22.6,11.73,21.81,24.3,20.83,25.13,0.01,0.01,0.12,282.9,171.1,142.8,95.8,97,98.3,333.7,34.09,51.59,21.16,76.6,DRREDDY,500124,INE089A01031,0,0,0,0,0,32553.5,32553.5,,5703.5,2.82,11.06,16.85,19.74,19.35,11.35,11.06,12.98,21.81,25.13,11.44,14.35,13.96,7.33,7.33,8.72,3.66,34.09,,16.76,68.39,21.16,0.09,0.12,1.92,402.27,26.64,0,0,-0.01,0,0,64.36,66.72,14.53,16.18,17.04,19.12,16.97,121.99,117.34,131.21,271.47,335.22,67.89,67.79,88.82,421.65,-78.94,-54.91,-52.89,3.66,-14.38,-10.2,196.96,188.51,15.47,,2.92,2.92,2.99,1.54,22.21,2.97,2129.9,1831.2,1887.5,2009.9,2173.6,1997.9,2273,3767.7,3869.9,2470.4,8547.1,7933.1,6349,21.56,22.77,27.12,1209.9,1347.1,1418.1,1593.3,1413.7,1255.7,1392.4,1309.8,1380.9,1187.3,5655.1,5577.9,4507.3,2182.5,1951.6,2026,-16.96,8310.6,8068.9,1540.9,1738.5,1870.1,7657.8,7186.3,,-5.56,25.33,27.45,16.87,15.26,13.82,19.3,16.06,5338.8,5371.6,5655.1,27.12,22.77,21.56,-5.56,,27.45,23.27,5.05,2156.3,2333.8,2463.9,2520,2423.2,8827.4,9644.4,9474,28.58,-11.01,-11.01,29.54,24.32,10.11,1369.51,1877.49,5.66,3.07,3,804.64,40,41.83,50,50,50,42.17,41.28,46.39,43.92,51.55,18,8,2,5,16,7
99,Polycab,101197.76,20.55,17.53,23.75,12.46,7.68,0.93,37.1,50.3,174288.51,1342961.43,45.88,47.95,4,9.1,20.73,24.95,10.81,27.96,27.7,24.9,29.02,0,0,0.01,168.93,108.34,59.76,35.19,42.69,49.54,200.93,18.75,25.04,13.11,31.25,POLYCAB,542652,INE455K01017,0,0,0,0,0,22408.31,22408.31,,2045.54,3.89,28.51,20.55,21.79,19.15,16.39,18.55,19.79,27.96,29.02,14.66,14.76,13.47,12.25,12.57,12.73,42.77,18.75,,8.93,135.98,13.11,0.13,0.11,2.65,653.14,61.5,-0.02,-1.55,-4.29,0,0,122.18,174.43,41.3,45.54,39.36,48.31,30.42,50.97,58.96,60.6,84.87,118.93,134.34,133.8,155.8,136.32,14.29,107.64,148.37,42.77,35.77,-9.31,75.04,62.73,57.45,,3.46,3.46,3.43,4.04,55.96,3.75,583.09,761.55,966.07,1020.75,857.6,1025.39,719.91,1265.2,1111.15,1135.03,2960.24,2491.8,1852.11,12.65,15.76,13.78,621.69,685.46,592.12,726.67,457.56,439.81,395.95,546,412.85,630.17,2019.99,1784.04,1269.95,908.58,882.09,759.06,34.19,2696.1,3869.81,842.2,921,616.57,2700.84,2359.3,,-1.12,13.09,13.65,8.76,10.58,8.14,9.77,9.72,1794.62,1839.33,2019.99,13.78,15.76,12.65,-1.12,,13.65,14.33,0.9,1016.53,1066.18,937.54,1073.46,744.92,2712.68,3167.88,4093.71,14.01,36.46,36.46,14.13,12.8,24.26,1114.81,1157.36,19.04,10.3,5,1661.88,34.5,32.83,60,60,65,34,44.06,49.51,48.31,67.05,17,9,2,6,12,11
100,ABB,99480.4,26.45,18.96,21.61,9.77,9.55,3.48,62.5,49.1,681801.3,2678725.38,50.78,49.83,3.47,12.05,20.49,24.18,10.59,35.54,28.1,21.31,27.91,0,0,0,16.45,12.66,13.11,10.7,16.87,21.36,19.67,161.62,141.51,114.96,4.47,ABB,500002,INE117A01022,0,0,0,0,0,12087.67,12087.67,,1874.61,2.29,12.35,26.45,20.89,20.57,12.84,6.07,8.61,35.54,27.91,15.1,11.29,10.9,6.43,2.88,3.93,4.87,161.62,,14.92,88.33,114.96,0.11,0.12,2.04,333.9,75,0,0,0,0,0,79.37,83.24,19.31,16.6,22.39,24.93,20.79,14.32,10.34,24.53,47.96,58.61,88.32,88.32,94.41,64.27,46.89,221.42,408.01,4.87,-7.12,16.33,29.37,18.58,21.04,,12.02,12.02,11.57,5.94,74.7,7.65,565.18,417.22,500.39,414.09,582.27,657.34,540.22,556.71,275.94,531.15,2305.23,1489.78,961.87,15.11,13.04,18.55,409.04,351.74,474.63,528.41,440.45,443.49,459.29,338.66,362.87,409.04,1871.64,1242.05,1016.23,519.71,219.22,303.4,-7.37,2065.11,2154.09,542.11,474.11,597.28,2513.26,1658.89,,-3.44,18.38,13.86,15.12,11.08,12.36,11.56,13.56,1604.31,1681.89,1871.64,18.55,13.04,15.11,-3.44,,13.86,16.56,11.58,584.5,513.5,675.11,740.46,633.09,1791.47,2658.63,2513.57,21.2,-7.68,-7.68,21.81,20.75,53.03,515.45,529.65,13.57,14.06,7,790.77,25.67,24.83,70,70,70,25.5,32.85,36.91,34.86,49.68,16,11,2,6,12,11
